總雨量 (毫米) - 滘西洲
Total Rainfall (mm) - Kau Sai Chau
年/Year,月/Month,日/Day,數值/Value,數據完整性/data Completeness
2026,8,5,0.0,C
2026,8,6,0.0,C
2026,8,7,0.0,C
2026,8,8,0.0,C
2026,8,9,0.0,C
2026,8,10,0.0,C
2026,8,11,0.0,C
2026,8,12,0.0,C
2026,8,13,0.0,C
2026,8,14,53.0,C
2026,8,15,13.5,C
2026,8,16,4.5,C
2026,8,17,1.5,C
2026,8,18,1.0,C
2026,8,19,0.0,C
2026,8,20,28.5,C
2026,8,21,9.5,C
2026,8,22,13.5,C
2026,8,23,0.0,C
2026,8,24,1.5,C
2026,8,25,20.5,C
2026,8,26,82.0,C
2026,8,27,154.0,C
2026,8,28,3.5,C
2026,8,29,0.0,C
2026,8,30,0.5,C
2026,8,31,1.5,C

*** 沒有數據/unavailable
# 數據不完整/data incomplete
C 數據完整/data Complete
