總雨量 (毫米) - 石崗
Total Rainfall (mm) - Shek Kong
年/Year,月/Month,日/Day,數值/Value,數據完整性/data Completeness
2026,8,11,0.0,C
2026,8,12,0.0,C
2026,8,13,0.0,C
2026,8,14,15.0,C
2026,8,15,15.0,C
2026,8,16,0.0,C
2026,8,17,28.5,C
2026,8,18,5.5,C
2026,8,19,1.5,C
2026,8,20,7.0,C
2026,8,21,3.0,C
2026,8,22,21.5,C
2026,8,23,0.0,C
2026,8,24,0.0,C
2026,8,25,12.0,C
2026,8,26,12.0,C
2026,8,27,43.0,C
2026,8,28,26.5,C
2026,8,29,3.5,C
2026,8,30,1.5,C
2026,8,31,24.5,C

*** 沒有數據/unavailable
# 數據不完整/data incomplete
C 數據完整/data Complete
